cod_masa,cod_masa_europa,cod_masa_iph,categoria,nombre,area_m2,perimetro_km,latitud_decimal,longitud_decimal,geometry_pg
11010705M,ES110MSPF11010705M,E-T10,Llac,Embassament des Gorg Blau,570827.440935435,5.35720119,2.81934743,39.80387513,0103000020E6100000010000001A0100009E93A259C4870640CA531E24F0E64340AEF6950D198706405899968FE5E6434013CE853744860640CD07A0F9DCE643404CCD1A2E7B85064002AC4788D5E6434075F6254234850640EB2E7419D2E6434070FF5CB7CF8406409785EFF2CEE64340697791F13B840640BF66325EC8E64340A63346BD808206400BF02D0EB2E643406CA27E1428820640E52FAF0CAEE64340BB3790FBEC81064098965030ABE64340A0F502AAC3810640E17C4C0BA8E6434070825490D5810640F01CD8E7A4E64340835371FF76810640A997229DA0E64340B8CFE5F56C800640ECFC150696E64340300B84073E80064048CAC9BD8BE6434099F6F63E38800640778CAF9988E64340E163D6324A8006406BE6DF5184E64340FFA6073E508006402D462E7781E643401D67F2111B8006406707F39A7EE64340B817E8B5F77F0640D109DD9A7AE6434065DC4A00F27F0640BB083CC075E64340A5FE5C18F87F06408D6D36C171E6434049B5AF27FE7F0640DC846A9D6EE643403857B379EC7F0640A27D5F9D6CE6434056C07B77B17F0640FE865DC167E643404448E21C9A7F0640F2A0770B60E64340E0E5386B8E7F06402262259E5CE64340177DEB9C3B7F0640321150535AE6434059A24F9FF47E0640D9E7F19A58E64340F9278D2B847E0640AE689A2A57E64340BA7AFBEE4E7E064006CECBBB55E64340A42A1C19DD7E06401D8738E454E643406CF7DB11717F0640ED37959E56E64340E5595165E77F0640A737643359E6434073BDE3443480064055BE2BC75BE64340446FBEC55F8006407EDF9E1C5FE64340E6DEA7847D800640B4F3376461E64340F261F7DEA8800640DADCC2B664E6434068A48B4CD08006409F4146BC67E643401DCB4315F4800640316F4A7A6AE64340A6FD56F731810640B55F60386FE643402A83A0AC90810640B8B204A772E643404628B5A612820640F3CA7ECD79E64340049EAB1F7D820640B7DE14AB7CE64340FC0C157CAC8206403FF05CF57CE643409F24EE64FF820640F1997DF77CE64340436BAD42588306401BF48A1E7CE64340E7781B10B7830640819A9AFC7AE64340243C3817458406405035ED487DE64340189E6EF791840640FCF0AEDC7FE643401A29372CB98406407252B63D85E6434092FA54663D8506408CF6300487E643406C6300BEB38506409E6BE54F89E64340499D223EB2860640515D61C38CE643407CAA6CA7AA870640C2F8EA3594E64340F0246C91F7870640762A5BEE95E643407636065615880640A79E063992E64340F7377CC30388064073F933A78DE6434015329469E0870640DC76085E89E64340C8CB0B43AB8706403C6BA1EF85E643401B05A3406A870640144B11CA82E6434050B5498B118706409BABF7EC7FE64340C22487A1C48606402D9B7C347EE643404FAD03BD7D86064097E877337AE643407162C05C138606403E63390D75E64340BFB49191CC850640A4BC8DC36EE643403FD8D667A3850640551C70E867E64340EA02AA95E48506402211DF0E67E64340DB227ADC25860640FF4594EC63E6434007C0CB754F860640CD589E8060E64340E0C96B6FA886064066BED4155DE64340EB50CC5D5487064078B3DA8858E6434063D8A87EEE8706409D49A3D654E64340050ACF2D5F880640208C45DA50E6434032A03C005E89064049926E984CE643403E2C3DD00F8A06404051CCE648E64340115316E9AF8A0640F299611044E64340C43B8175E58A06408F49EC123EE64340A3AB78DD1A8B0640546A82823BE6434042FCD5E0618B064093FD9EA83CE64340F4314852DE8B0640CBA725AC3AE64340BEDD1D68258C06409782BA1B3AE64340D15A2F60B38C0640DAFB64D53DE6434075A382A1E28C064085FA6CB140E64340186FD813FA8C064015DFC16746E643400B682C52298D0640504BDA8C49E643403B769993588D0640E7E7E1684CE64340F45D4FE1878D0640804097204EE64340FB2F55BEE08D0640C4C18A474DE6434063FD78B72D8E064076FA8F924DE643404AFE3CA47A8E0640A8E9E6014FE64340451063D1AF8E06407A2213DE51E643408A6E8F23D98E064081260E0355E64340DBA72A01268F0640F693D2DF57E643407A3FC86E908F0640D6D5A2E15BE6434001CA8C2CE38F0640D5ACE7E25FE6434089A822561290064056D39E0765E6434030D76C1F659006404A3285E467E643405995B5E9B7900640D9206BC16AE64340370B9BEAFE900640A52A9B306CE64340174472FE049106406B6DA27A68E643405B2B472E5291064014C31AA263E64340F6D865BD7B9106402B80561161E64340BCCDDD9C8D9106405C3806805EE6434000C612EA87910640A5BB3D1359E64340D9B69B337C9106400D5D09EF55E64340AE9AA6CF58910640153A1D8152E64340B66B72ED11910640D8B414374EE643403B07AD4A009106405318B1124BE64340C06DEAA7EE9006405C2257EE47E64340987287F1E290064017F418CA44E64340520A2D88ED910640ED09EE3E42E643404272D4BA1C92064030405E8846E643400BA3A4572E9206404F98EA3E4AE64340B225D0DD459206408DE9AC3E4EE64340FED3DB18759206405959DBAC51E64340C1AD0BFCBB9206407AEFE9F655E64340670BC0EA02930640F5B1921C59E643404C73849A5B930640101CC58B5CE6434021C6B00BC6930640FDEE7E4460E64340AD8F20C4189406409FD8E6D764E6434085C20FCF53940640DE6DA12169E64340C0938E14779406401C8C666A6FE643406B65885A88940640356764687BE643409BD1A3D09994064031280ED582E6434095D08A9A9994064056DA96F887E64340141D44F66F9406409FCBF2888CE64340D599B368409406403E1611D090E64340867A57CFE09306406E0616AA93E64340781309D47C93064055DB628194E6434019F1626841930640FDF35E5A99E643406F138AB81D930640C1C09B0F9DE6434029DB57971D9306404FEC8E33A0E64340BDD96DD1529306407F145BEBA1E643403189EC25829306404B8CE010A3E6434057A5F5E187930640BB5665A2A7E6434021ADD7DF7B93064095CB47A1ABE64340D2E0BB7A93930640A5FC73A1ADE64340E540CBD0BC9306402320517DB0E643406B7836F8EB930640146D1DEBB5E643405CA57EBAF1930640A16F6FEAB9E64340219B01E520940640833A210FBFE643405472E34844940640177B0D7DC2E643403E8EDD966D9406400F7F2D34C6E6434052839977B4940640168140C7CAE643407D555BC9E39406400A7DD535CCE64340CE8414DB1E9506405A2A64EDCFE643409BB711C61E950640F23605EDD1E64340707556B3BB9406400E7E37CDD2E64340F4C17BF46C9406400374BF9ED5E64340D8A8706A1A94064057DAB84BD6E64340801282D9E2930640A2BB27C0D6E64340839127D6979306406B82F099D3E643402185513A33930640B8CAFAE0D1E64340C1D28416F89206409D46E5DFCFE6434096CEB99DD4920640544C9971CEE6434054FB44A78D920640615D1BDECBE64340DB63906B5E9206409C20ED6FC8E643401D03BE6D1D9206403B4C36B8C4E643406B26ABEFFF9106404DBDA2DCC1E643404D64EFF1BE910640678EE924BEE6434075BD7E15909106406598B30FBFE64340F502E7864291064013095494C0E64340BAAA25D31D9106406A8D344CC1E6434036CBE22FB4900640547A3166C4E64340E83EEA3DA29006402D1D08AEC8E64340D7BAD602E990064042DFE7D2CFE643408A8933DC29910640F974ADF7D6E64340921E81314D910640BF36FED2DBE6434018337B5682910640FF186B8ADFE643401A428885B7910640DC649666E2E643402F8F75F8DA9106404D140C67E4E64340EED73146F89106404F1401D4EBE6434088FBA352FD9106408A4C73F400E743407C10EF5C9C920640786D99CF15E74340B358565706930640C7ECC2F324E74340F84CD85B64930640D52072F236E7434053C7D26D5694064069BDDB3D49E7434032FE6979C694064085931BF554E74340724DAD08139506404CAB1E875FE7434031B5A1C1A09506403CB1A9D169E743405E1263E716960640FDFAC44071E743405C74DEBDB096064022B5A0FA74E743402FD747F3E596064037309C4477E743403BA50143219706407B60774675E743409250B9CB44970640225A544775E74340E6A3FF675C970640B4F87C4777E74340CD766B824A9706400F78016B7AE74340731B72803E970640FC6AE4697EE74340E2BE2516569706405BA441FC80E743407122F46E8597064066BFA1D881E74340C418B211E4970640B72CE1FE84E74340E39B59E82A980640BE664BB68AE743409C78520960980640FDC6DCFF8EE7434048B7367283980640FFF2AB2492E743402C07B20AA7980640FDC81BB890E743409AB68D30E8980640A225AFB990E74340D97557516A990640E3FF190595E74340CA1E1740B19906407BA8D47398E743402E4E9CAFDA9906406B51070799E74340FA7AFEEA099A06406DAB47BE9CE74340C73B05A11B9A06406789232C9EE743405AF2E1A6099A06404F283E4FA3E743407920D77F039A064075CACC04A9E74340F676C77CF19906407BAA2A03AFE743407FEF396CE599064086667A6FB4E7434037201A15F199064038B52201B9E74340C556CF880E9A06403FF70501BDE74340407B563F149A064085AEB224C2E743406B4D1307149A06402C295591C7E743402F6ABCD4139A064027F6C46BCCE743400F5D55871F9A0640D3EB2922D0E7434015B05DE5489A0640892FD96BD2E743403AA39844789A0640668F17B6D2E74340474E6B576C9A064050D663B5D4E74340C11E6E341F9A0640C8938C20D8E743400ECECA5FBA990640929D228BDBE743409736353273990640AA7B331BDEE74340EFFF4C102C990640C548EA86DFE74340309F6E8008990640176E3718E0E7434074893F0B92980640FF085A15E0E743407A9FA5597A980640A53AC714E0E7434076E834F456980640F380E7A6DCE74340C0ABF6912798064053B0C1A5DCE74340BB05C36AE69706408C712DA4DCE74340ABC88E02B797064003423035DDE743404D0604F17597064047460634DBE74340920BB0A046970640E52A597CD9E743401F236A8E059706400EAC2E7BD7E74340227958667D9606409EE357C1D5E74340BA05C2E60C960640E7F956E3D4E7434061DCEB9DD79506404953E14FD4E7434046FADD61A295064064971798D2E74340B9C634346D95064057B3D772CFE74340B2D833526D9506407925FF97CCE743408D30E1FF90950640A5B5D92BC9E743409D099DCEA895064083728B51C6E74340885BDED3B495064098A28E09C2E743400CE6D7EEB4950640F95DD077BFE74340ABFCD1749195064077348409BEE74340E28EA3DA7395064072D0B2BFBDE74340636548A938950640754BFDE2BCE74340D593975403950640AB8AE273BDE743409AEB68B4E59406400ADC39BCBDE74340F8C61E9EAA9406403592C34DBAE74340532D49A169940640D840F54CB6E7434068CA34170B9406408B4F0ADEB0E74340A171831ACA9306406E493BDDACE743401CB30026839306403660A400AAE7434075D807D159930640BEA2B6DBA6E743405160E4BA1E9306404003376DA3E743408798FCA930930640183D7A6E9FE7434049E9954A0D930640518C646E9BE7434091F308DAE99206408564D52499E7434020F12C4697920640DF0558DB90E743407D72A7E62C920640F651FD228BE74340878B8CBDF7910640DE98A9B487E7434083C6FC458D9106405706074584E74340E0E83B81349106401D094F8C82E743400F43A709D6900640402DD8667BE74340D74326B56590064024C09F8976E7434066B80F8330900640710384F673E74340A878843507900640D035613F70E7434007F111C3E98F064050CD783F6CE743407749B74ACC8F06404399B1D168E7434092D61C21978F064031A65B6365E7434059ABCA025C8F0640202325D062E74340483EE756038F0640C629BACE5EE74340B78607A9B08E06409264F71659E74340286C52DEE78D06409925E05D4BE74340A660AE9CBE8D064062095E8246E74340DD8760ECB28D0640262700CC42E743401B1312709B8D06404057EFF03DE7434046C3124D668D064010576EF039E74340C62E468B138D06404385403836E743403E5B8FD8F18B0640C22F65332AE7434059EF4C95ED8A06406D3E937722E743401BED1B2F838A0640C6C16B9A1DE74340E01EBF29078A064034FAD84F15E7434015BA95DDE98906408810E2E20DE7434048E8615E91890640E70A42E205E743409E93A259C4870640CA531E24F0E64340
11017209M,ES110MSPF11017209M,E-T10,Llac,Embassament de Cúber,532151.44987501,4.27158875,2.78888783,39.78389267,0103000020E610000001000000AC00000059C41230735606407107615DFEE443404796778E4C560640FB72D4C201E543404A9410738C56064079BFC36706E543407A7507AEB25606404B2F195B0BE543403A85C61B3F560640FF6A58BE0EE54340B5DC053612560640176A310C0FE5434033153628B2550640664956900CE54340CE10FF5592550640B2AF239D07E54340C908084D57550640F45C0E8204E543409D72BDCC4555064094102542FFE44340F3F3F4D40D5506403C9804C8FCE443408A3499A89854064011AE71DBFFE44340ECEB393765540640F60661F102E54340C7DE6B3F4954064020C84D6800E54340AD62EFAA455406402298AB6DF8E44340268913711D5406405490E2F4F5E44340182D588BFF5306402AD9D012F0E443402B2F3A88EC53064031E1296FEBE44340DA1CB7AAEC5306403CFEE2A6E8E4434056BD6B36BE530640FE55F400E7E4434089DBE8CE07540640F2543FBDE5E4434020B395765E54064055B40657E7E44340C5500A6D81540640914D78A9E5E443405BDC6B91F3530640433E8FE7E1E44340AFE92FD2AC530640CFAF8714E3E443408880075F395306408E759CFEE3E44340800AF26EEC520640D8BC63FCE3E44340B5B09036E9520640F01F746FDEE44340AC9A5584E6520640EA658FC8D9E4434043D1408466500640B64C4537C2E44340A09CBA27404A0640B8D0EA8888E4434019D6F33D4047064093DE15B26BE44340FD870D8000470640ACACCE4464E443406E1C6D2007470640ECF1FEF05FE4434088F92EB56D4606405AE95CF556E44340EBAF5689874606402BF66F4053E44340C7314270D4460640ECC8FFE053E44340201B12412E470640DB611EA752E44340A7565605084706402753D5024EE44340777C6B7FEE46064033C6EF884BE443404A531999CE460640BE699C7048E443403AA81889BB460640C67B7C0945E443405733995495460640C64CEEC63FE44340BDB5BD42C2450640249820DC35E44340B20BBEB248450640B92344E630E44340361913EADB440640B8D12FDE2CE44340BEC434BA88440640BAC049C429E443409B2B1DB23544064089D6F99223E4434018B78502E94306400C03669E1EE443401680DE0CB64306402242E81E18E443407E898B2876430640A76A06C913E443409AD940C3EF4206409032E5210FE443405ADE3E9D7C4206408869282C0AE44340395A3CB5FC410640235786F903E443400CC6F5A9A94106408C225517FEE34340340C153A7D410640DA69066EF5E343404C5D045924410640A932701BE4E3434040102E4AD140064068D06988DEE34340D768702D9E40064057AE5220DBE34340E425A9F73D400640CF20D60ADCE34340A40E1C8A3D3F0640B9491903DCE34340A2ACC7F6DD3F0640DB6686F0D8E3434099FC012A4B40064024B2D89FD4E34340435E89999E400640CA7F7FC7D2E34340F0D093C2FE400640828B64CAD2E343407C99DD8B8B4106403FB5E7C0D7E343407756864BDC410640B5DD9571DCE343406186ADD3894206405CABF685E6E34340CDC024028B420640DB0452F3EAE34340ACF54C12F3420640E249E7E2F0E3434022E4BFDD8A4306406AE63C6BF6E343401F3D927AD143064011E87C92F4E34340F6EDC786FE4306405494462DF1E3434095C541862B440640172A7BB5EEE343406319DB1E724406408E78E62BEDE34340416E71EBDE440640F14DD7E4F0E34340E356574A4545064054D0B8ECF4E3434077C820436B450640D0155D6AF7E34340E0B74C5AC5450640ABEEF307F8E34340DAF26A261F460640B57F361DF7E34340C3CFD37B524606406CCF5331F6E343403691E9127946064053E753B9F3E34340A905C775CC46064056A364CEF2E34340CFDCD9AA2C470640FFA1CCE3F1E343404AECBA3373470640ACD6BF96F1E34340430D2E8DE6470640968C9687F2E34340C8214E7F7348064037829F66F4E3434007ECC97AE0480640979DD869F4E34340DD4F4E203A490640C0DB7F96F6E34340DCBE42CA73490640F4BC7A36F7E34340FA996BE3C0490640141F32D2F3E34340BFF345F32D4A0640243BAF49F2E34340D609F683744A064073F8595EF1E343406759C21B954B06401111D63CEFE3434054792781084C0640AC7A3940EFE343401405009F4F4D06405E5342E3EBE34340074894E8694E06406BA18997E7E34340734C48CAE34E06403A55670FE6E34340A18A6BBCF750064080BE4A36E9E3434040EF548FF151064001765C42EDE34340D7640316585206403E60BF32EEE343405F8920CFBF550640BCD84663F1E343403691B36259560640E1F95E47F7E343407D600683BF560640F2E6839000E44340B072180E0C570640348F669C08E443408B21ADE93E5706400F91EE9411E4434035F150FE64570640AB11B99F19E443407CEABA709E5706405C58BFE21EE443402EAB575CB15706408F58436125E44340A7EDDFD9C35706407B73DFD634E44340EF8188B6D6570640D0ECEE913CE4434032B3C5210358064057AD972846E4434089A5B27FEF57064077B7D4804EE443408FD1322CEF5706408A61EE4D55E443407AFBA807225806408D0D7F465EE443408840931B68580640324AC08E67E4434062298549415806401ADD05F96EE44340C835E63227580640461D7F3E78E4434045AB66392D5806407CB75C4880E44340C76D0DCCEB57064056BE389E84E4434069F97969795706409037117286E44340EA2A06A57F570640623FF0278AE44340E480E29B525706403933D9338DE44340340AE5862C57064072B255C78FE44340FD884F123F57064080FB6FBB93E443403213220D725706406471DE3A9AE44340958CBB568B570640E5EC03A7A1E44340685EC0F78A5706404A828661A9E44340196D0B92975706404386FD04AEE44340D0C3D022F1570640F828620CB2E443407DFFC73E715806405F542D89B4E44340573D9062D1580640FAB7312AB5E4434004C4A0030B59064076F28FB7B6E443409077603F1159064075C16E6DBAE443402E89E64944590640196F44B0BFE443401AC2A096B75906405EF48CDDC1E443405030450A1E5A0640D52CBCA8C4E44340052674E28A5A0640558E3DC3C7E44340A641237FE45A0640DC8234DDCAE44340EEC072EB4A5B0640B160A846CEE44340B14B035EC45A0640C8ADFB67CCE44340D122BD7A745A06407CCDDDEFCCE443408375BDE7235A064052601D19D0E443406194543BAC590640666A42B9D0E4434094225F5B30590640C5E05D37CEE443406E4DE33ED058064047B409F8CCE443409DB11EE25C5806406E7B5607CCE4434065A4F9DEEC570640BA6E6D21CDE4434030EEE1C5A1570640246987DECDE4434072A0F0DD52570640807F3BA5CEE443402F5D2203695706407C3E9FF2D0E44340214D13CDB5570640C7543B0CD4E44340138FF9A79557064014CA2CE6D5E443402616E6674A570640A7539224D6E44340E46BA01A0F57064022807707D4E4434088150630B956064019F75C7ED4E443400142D4B7EE560640D106A6D3DAE443400544217A5B570640764309C9DFE44340C23086D2E1570640E0D9ACFBE5E44340FF205A814E580640F416BE7CECE443402703DF349B58064025C83671F1E4434048A0ACBBA75806408CEB66A0F7E443405D39407BA75806400EB8C6E1FCE44340022A284B47580640E2212B2EFDE44340A144F8C10758064070A7008CFBE44340003679ABDA570640F3748C70F5E44340DAF2CC9AA4570640B2F9BE42F4E44340790321B013570640725BF70DFAE44340D74CF10D38560640EC51AD07F4E4434074321F0F255606404119E4EFF6E443402450D5CE825606406EA1F5A4FAE4434059C41230735606407107615DFEE44340
