modelo,cod_municipio,mae,mape,rmse,r2
gb_panel,7001,0.08257912074444869,28.75202576924388,0.09621382941784783,-264.3309195580289
gb_panel,7002,0.06366227808929474,5.358867463954242,0.07232451541974141,-11.02798154734375
gb_panel,7003,0.7233422714134222,17.072544504090406,0.7251082585765005,-65.85746813844165
gb_panel,7004,0.03438094809206144,17.16521665567906,0.039948853121708046,-76.22149350353911
gb_panel,7005,0.22751264071721664,12.806466461287439,0.24265016865602185,-8.69008410085146
gb_panel,7006,0.021135827891910004,4.310913389168325,0.021462010556098053,-32.9800088032014
gb_panel,7007,0.04587917011488193,123.89918555760832,0.04815008145147661,-651.0585341892038
gb_panel,7008,0.07248016892123071,19.656376062090356,0.07457746243371093,-372.55359050346254
gb_panel,7009,0.030793066256396398,29.475362361089726,0.03443279203366794,-110.1516094281714
gb_panel,7010,0.016828555717028387,1.5393648145564909,0.017139534820152007,-3.391815423024621
gb_panel,7011,0.6164832381571893,5.766811944252794,0.7501779908626233,-6.052198631822434
gb_panel,7012,0.018232890401680985,10.200406531719123,0.023070665608763943,-34.748511228975026
gb_panel,7013,0.10034337474940223,16.26871143387486,0.1121771966909216,-4.442786962557824
gb_panel,7014,0.2953054577647241,12.555981030812772,0.3010579363718086,-16.713852974420607
gb_panel,7015,0.4268704786285588,12.487976937364612,0.4558238781761575,-6.208194581996931
gb_panel,7016,0.029424785674611487,13.502728405759473,0.03085593460661555,-137.20642425854194
gb_panel,7017,0.021128206031707213,49.535454584016684,0.021671333781734282,-2112.4101854570445
gb_panel,7018,0.017522856285106515,20.74822448880361,0.019036824291209172,-0.8120033954718582
gb_panel,7019,0.03753945903596385,175.31782576548588,0.038558835280391994,-954.7895716874023
gb_panel,7020,0.11385121639375133,40.83935897839873,0.12053508871386165,-4.501445998877758
gb_panel,7021,0.04871915792413103,220.88151134872666,0.050385754265374255,-264.68044297693166
gb_panel,7022,0.05388794333877881,4.117508455580386,0.06781731804611489,0.36830116834979876
gb_panel,7023,0.07144878898072189,27.718557085556277,0.08637218756303951,-1197.953447496853
gb_panel,7024,0.16510387466930387,19.88601809933558,0.21306215595918554,-3.9738177877064933
gb_panel,7025,0.025441790271230585,73.91219778838348,0.026394508510779652,-3134.0153578652817
gb_panel,7026,0.7817339132916201,19.112134804541732,0.7854032792423356,-90.54011343163019
gb_panel,7027,0.19496246911292037,10.45714502232511,0.19848701169480565,-0.2806787603437264
gb_panel,7028,0.012801109454522544,20.997254923132402,0.01449788624101865,-134.12131065126124
gb_panel,7029,0.0525417707814839,18.752290157758182,0.07274252647611087,-1252.2441163986616
gb_panel,7030,0.03778839501522125,31.427387032679775,0.041714012015085275,-251.58918041213113
gb_panel,7031,0.16788695305952617,5.264252631578873,0.1806039137094952,-3.2689695899816815
gb_panel,7032,0.32828398442875056,17.287486478358446,0.3366889272578378,-414.40509105957375
gb_panel,7033,0.37265895254114073,9.554813958894208,0.379425812306476,-5.595715393856026
gb_panel,7034,0.02702165796950641,31.93735312071629,0.027905307447134643,-499.5968323908593
gb_panel,7035,0.024288392305866834,22.51021099983237,0.028563030096848647,-93.1361563438631
