modelo,cod_municipio,mae,mape,rmse,r2
ridge,7001,0.022803121512453155,7.9236702571088875,0.026621115489709357,-19.312592704611582
ridge,7002,0.07856737363740345,6.606762448662389,0.08936894504579682,-17.36516991501978
ridge,7003,0.8008859449596794,18.898168012417127,0.80141744923113,-80.66986000436854
ridge,7004,0.017151753829547523,8.57289696688277,0.020787060091444053,-19.908154866708436
ridge,7005,0.18469321789768914,10.520403057538266,0.18671887232650397,-4.737765342975016
ridge,7006,0.01226020554703929,2.5097037427779942,0.013179982111523145,-11.814814394595311
ridge,7007,0.016776004128247788,46.17845374697669,0.02039788727981289,-116.02075779123685
ridge,7008,0.006193431139750534,1.6703355547524212,0.007083017224889818,-2.369568634871433
ridge,7009,0.013105771365510777,12.524166094724043,0.01486188264346554,-19.707083347638367
ridge,7010,0.08497376825565188,7.745307679830738,0.09239079416790032,-126.61549771225533
ridge,7011,2.385543074510343,22.620369430053636,2.4052675172693374,-71.49744008883152
ridge,7012,0.00565970447096778,3.1894333814670364,0.006814976908005171,-2.119367106789519
ridge,7013,0.02921935032596083,4.516473069676037,0.04322814079625088,0.1917507972748761
ridge,7014,0.3029159070641683,12.972250964122923,0.3031935908358636,-16.96606257796976
ridge,7015,0.2722099626587493,7.964610893638747,0.29037244831868947,-1.925116522308305
ridge,7016,0.015538409847610948,7.1493433080334405,0.02005127999392572,-57.36265265408462
ridge,7017,0.018767523835440007,43.976609503362035,0.02195960901971313,-2169.009927344024
ridge,7018,0.005925381526706052,7.116189489435516,0.007509669090895812,0.7180243507262203
ridge,7019,0.0187373010920458,89.43688673700306,0.02233793169604683,-319.77490943680607
ridge,7020,0.0564388895751737,18.423894283591522,0.05892482285919189,-0.3147598763414805
ridge,7021,0.014001208149813186,69.34704542737433,0.01923421280551752,-37.71621488641171
ridge,7022,0.07206006147607165,5.283311125333995,0.08652202884897398,-0.028210989306292733
ridge,7023,0.02929168544439768,11.371595565550026,0.03291193486153117,-173.0849840529825
ridge,7024,0.07192677681444115,8.81294003781523,0.08733369346845142,0.16431830082572962
ridge,7025,0.014429660097510002,41.67680145600529,0.017464707942393548,-1371.5721058089669
ridge,7026,0.6046729897947367,14.769104798040825,0.6133861239250172,-54.83338004903373
ridge,7027,0.19741594040822527,10.072153341099028,0.23732431695751957,-0.8308826094189901
ridge,7028,0.017507557306477517,28.692876537575817,0.020145442579063186,-259.8964078826415
ridge,7029,0.01414000397631839,5.056706901649124,0.016756948614980366,-65.50415636752176
ridge,7030,0.007170550911180763,5.927393692851427,0.00854872766521774,-9.608495197524729
ridge,7031,0.1513466392969208,4.799392408186131,0.15185259541408075,-2.0179579531444602
ridge,7032,0.17657895233333853,9.295499884189685,0.1851453261323633,-124.6144650235895
ridge,7033,0.5241329202625082,13.468497457769612,0.5266840072377229,-11.708913528267267
ridge,7034,0.02204383950855378,25.983523938724268,0.023907103473743346,-366.4247406098915
ridge,7035,0.009955868780824204,9.245783943832974,0.014913262942484807,-24.662162875964253
ridge,7036,0.05557196357440756,2.2191155353397765,0.06505284878724547,-12.382592487008289
ridge,7037,0.15066978659075211,13.033910225595813,0.15385541559729912,-12.707592341883847
ridge,7038,0.023063836224463088,21.39641925930431,0.026012848142174534,-1014.0024027017478
ridge,7039,0.2781635880797664,17.104229414280343,0.27988236006945133,-15.465206672483877
ridge,7040,2.0448676572336866,6.84143979411356,2.614229453480947,-1.9130217389627964
ridge,7041,0.01909123594695411,12.84196520568844,0.020218718570560307,-10.717099444967173
ridge,7042,0.0642070080217662,3.6517590456283515,0.08756922650167603,-4.166591171651187
ridge,7043,0.017416551359308502,8.33668666221485,0.022721047703470755,-46.41034774174016
ridge,7044,0.28449886626776205,33.536613081956695,0.3365836583493397,-11.688814889245405
ridge,7045,0.02030278761836363,18.383770605662765,0.02313393347936644,-801.7683173416258
ridge,7046,0.28541188071223406,12.751502536919931,0.29621254757729415,-3.4031897719445263
ridge,7047,0.12209119761409497,39.00934026937355,0.14719648445722128,-2.070015512596191
ridge,7048,0.5272468321560465,14.203687461845657,0.5396443569447136,-8.885580881085588
ridge,7049,0.04666532623185735,50.485925496821906,0.052071729722129444,-14.045120423113746
ridge,7050,0.02863231421325409,6.063062836131331,0.02963531848642053,0.09292300710073398
ridge,7051,0.6338006459055474,28.516545135743282,0.6358542075867297,-164.8218720266002
ridge,7052,0.025862009795714586,2.0272146234176116,0.027644615651783458,-0.051363951515356776
ridge,7053,0.020699875678514112,20.481654275020325,0.023330910908959283,-35.559571899822124
ridge,7054,0.11783173413627986,2.7782029022745065,0.16351465294945064,-3.527950014349959
ridge,7055,0.15604061243235265,10.249177092434163,0.16226664028124788,-18.491212611735047
ridge,7056,0.03533691597289421,10.163528415836566,0.03589660233602889,-44.65785249385448
